category,question,keywords,answer
Preference Management,How do students update their off-campus preferences?,"update, off-campus, preferences, TPO CR",Students must inform their concerned TPO CR to update their preferences.
Preference Management,What is the process to modify off-campus preferences?,"modify, off-campus, preferences, TPO CR",Students should contact the TPO CR to make changes to their off-campus preferences.
Preference Management,Who should students inform to update off-campus preferences?,"inform, off-campus, preferences, TPO CR",Students must notify their TPO CR to update off-campus preferences.
Preference Management,Can students change their off-campus preferences?,"change, off-campus, preferences, TPO CR","Yes, by informing their TPO CR, students can change their off-campus preferences."
Preference Management,Is there a procedure to update off-campus preferences?,"procedure, update, off-campus, TPO CR","Yes, students must inform the TPO CR to update their off-campus preferences."
Off-Campus Offers,What should a student do after receiving an off-campus offer?,"off-campus offer, notify, TPO CR, preferences",The student must inform the TPO CR to update their preferences after accepting the offer.
Off-Campus Offers,Is TPO notification required for off-campus offers?,"TPO notification, off-campus offers, required, inform, placement process","Yes, students must inform the TPO CR when they accept an off-campus offer during the placement process."
Off-Campus Offers,What is the procedure for off-campus offers during placements?,"off-campus offer, notify, TPO CR, procedure",Students must notify the TPO CR if they accept an off-campus offer.
Off-Campus Offers,Should students report off-campus offers?,"off-campus offer, report, TPO CR, update","Yes, all off-campus offers must be reported to the TPO CR for preference updates."
Off-Campus Offers,How do students manage off-campus offers during placements?,"manage, off-campus offer, accept, TPO CR",They must accept the offer and inform the TPO CR to update preferences.
Switching Placements,Can students switch from off-campus to on-campus placements?,"switch, off-campus, on-campus, TPO CR","Yes, students can switch by informing the TPO CR to update their preferences."
Switching Placements,Is switching between on-campus and off-campus placements allowed?,"switch, on-campus, off-campus, notify","Yes, students can switch by notifying the TPO CR and updating their preferences."
Switching Placements,What is the process for switching placement types?,"process, switch, placement type, TPO CR",Students must inform the TPO CR if they wish to switch between on-campus and off-campus placements.
Switching Placements,Can students move from off-campus to on-campus offers?,"move, off-campus, on-campus, TPO CR","Yes, they can move by informing the TPO CR and updating preferences."
Switching Placements,Are students allowed to switch placement categories?,"switch, placement categories, notify, TPO CR","Yes, students may switch between placement categories by notifying the TPO CR."
Super Dream Companies,What is the CTC range for Super Dream companies?,"CTC, Super Dream, 40 LPA, all branches",The CTC range for Super Dream companies is ≥40 LPA for all branches.
Super Dream Companies,What defines a Super Dream company?,"Super Dream, define, CTC, 40 LPA",A Super Dream company offers a CTC of ≥40 LPA across all branches.
Super Dream Companies,What is the salary package for Super Dream companies?,"salary package, Super Dream, 40 LPA",Super Dream companies provide a salary package of ≥40 LPA.
Super Dream Companies,What is the minimum CTC for a Super Dream company?,"minimum CTC, Super Dream, 40 LPA",The minimum CTC for a Super Dream company is 40 LPA for all branches.
Super Dream Companies,What is the compensation threshold for Super Dream companies?,"compensation, threshold, Super Dream, 40 LPA",The compensation threshold for Super Dream companies is ≥40 LPA.
Disciplinary Actions,What happens if a student misbehaves during the placement process?,"misbehavior, placement process, disciplinary action, debarred","Any kind of misbehavior/complaints reported by the company officials will be taken seriously, and if proven, the student will be debarred from future campus placements."
Disciplinary Actions,What are the consequences of misconduct during placements?,"misconduct, consequences, placement ban, debarred","If a student's misconduct is reported and verified, they will be debarred from future campus placements."
Disciplinary Actions,Can misbehavior affect a student's placement eligibility?,"misbehavior, eligibility, placement ban, disciplinary action","Yes, verified misbehavior can result in the student being debarred from future placements."
Disciplinary Actions,What actions lead to disqualification from placements?,"disqualification, misbehavior, complaints, placement ban","Students engaging in misbehavior or if complaints are verified, will be disqualified from future campus placements."
Disciplinary Actions,How does the TPO handle reports of misbehavior?,"TPO, misbehavior handling, investigation, disqualification","Reports of misbehavior are investigated, and proven cases lead to disqualification from future campus placements."
Offer Management,Can students apply for off-campus placements after accepting an on-campus offer?,"off-campus, on-campus, apply, restriction","No, students cannot apply for off-campus placements after securing an on-campus offer."
Offer Management,Is it allowed to pursue off-campus opportunities after on-campus placement?,"off-campus, on-campus, restriction, eligibility","No, once a student secures an on-campus offer, they are not eligible for off-campus placements."
Offer Management,Can a student participate in off-campus placements after an on-campus job?,"participate, off-campus, restriction, on-campus","No, students who accept an on-campus job cannot participate in off-campus placements."
Offer Management,Are off-campus applications allowed after an on-campus offer?,"off-campus applications, on-campus offer, restriction","No, students are not allowed to apply for off-campus placements after securing an on-campus offer."
Offer Management,What is the policy on off-campus applications post on-campus selection?,"policy, off-campus, on-campus selection, restriction",Students cannot apply for off-campus placements after securing an on-campus offer.
Internship and Placement Policy,What happens if a student secures both an internship and a placement?,"internship, placement, exemption, policy",Students who secure both internships and placements are exempted from the placement process.
Internship and Placement Policy,Are students still in the placement process after securing both internships and jobs?,"internship, job, exemption, placement process","No, students with both internships and placements are exempted from further placement activities."
Internship and Placement Policy,Can students participate in further placements after securing both internships and jobs?,"internship, job, exemption, further placements","No, they are exempted from the placement process after securing both."
Internship and Placement Policy,Is placement participation required after securing both an internship and a job?,"placement participation, internship, exemption, job","No, students are exempted from the placement process once they secure both."
Internship and Placement Policy,What is the policy for students with both internships and placements?,"policy, internship, placement, exemption",They are exempted from the placement process if they secure both.
TPO Roles and Responsibilities,What are the responsibilities of the professor-in-charge of TPO?,"professor-in-charge, responsibilities, TPO, placement policies","The professor-in-charge oversees TPO operations, resolves discrepancies, and makes final decisions regarding placement policies."
TPO Roles and Responsibilities,What is the role of the TPO's professor-in-charge?,"role, professor-in-charge, TPO, enforce policies","The professor-in-charge manages TPO operations, handles discrepancies, and enforces placement policies."
TPO Roles and Responsibilities,Who makes final decisions in the TPO?,"final decisions, TPO, professor-in-charge, authority",The professor-in-charge is responsible for making final decisions regarding placement policies.
TPO Roles and Responsibilities,Who resolves issues related to TPO processes?,"resolve issues, discrepancies, TPO, professor-in-charge",The professor-in-charge resolves discrepancies and ensures smooth TPO operations.
TPO Roles and Responsibilities,What is the decision-making authority in the TPO?,"decision-making, TPO, professor-in-charge, authority",The professor-in-charge has the authority to make decisions regarding TPO operations and policies.
Disciplinary Actions,What can lead to a student being blacklisted in the TPO?,"blacklist, misbehavior, violation, TPO","A student can be blacklisted for misbehavior, not joining an internship after accepting an offer, or other violations of placement policies."
Disciplinary Actions,What are the reasons for blacklisting a student?,"blacklist, reasons, misbehavior, violation","Students can be blacklisted for misbehavior, offer rejection, or violating placement policies."
Disciplinary Actions,How does the TPO enforce blacklisting?,"enforce, blacklist, TPO, policy breach","The TPO blacklists students for misbehavior, not joining after accepting offers, or breaching policies."
Disciplinary Actions,What is the blacklisting policy in the TPO?,"blacklisting policy, misbehavior, offer rejection, TPO","Students face blacklisting for misbehavior, rejecting accepted offers, or violating policies."
Disciplinary Actions,What is the consequence of violating placement policies?,"violation, consequence, blacklisting, disqualification",Violating placement policies may lead to blacklisting and disqualification from future placements.
Information Update Policy,What happens if a student fails to update their information in Superset?,"Superset, information update, failure, placement restriction",Students who fail to update their information in Superset may face restrictions in the placement process.
Information Update Policy,Is it mandatory to update information in Superset for placements?,"mandatory, Superset, update, placement restriction","Yes, failing to update information in Superset may lead to restrictions in the placement process."
Information Update Policy,What are the consequences of not updating Superset information?,"consequences, not updating, Superset, placement restriction",Students may face placement restrictions if they fail to update their information in Superset.
Information Update Policy,Does incomplete Superset information affect placements?,"incomplete, Superset, affect placements, restriction","Yes, incomplete information in Superset may lead to placement restrictions."
Information Update Policy,Why is it important to update information in Superset?,"important, update, Superset, placement restriction",Updating Superset information is crucial to avoid restrictions in the placement process.
CTC Range,What is the CTC range for Normal category companies for CE & IT branches?,"CTC range, Normal category, CE, IT, less than 18 LPA",The CTC range is less than 18 LPA.
CTC Range,What is the salary range for Normal category companies in CE and IT?,"salary range, Normal category, CE, IT, <18 LPA","For CE and IT branches, the Normal category CTC is less than 18 LPA."
CTC Range,How much do Normal category companies pay for CE and IT?,"Normal category, pay, CE, IT, <18 LPA",Normal category companies offer a CTC of less than 18 LPA for CE and IT branches.
CTC Range,What is the maximum CTC for Normal category companies in CE & IT?,"maximum CTC, Normal category, CE, IT, 18 LPA",The maximum CTC for Normal category companies in CE & IT is 18 LPA.
CTC Range,What salary do Normal category companies offer to CE & IT students?,"salary, Normal category, CE, IT, <18 LPA",Normal category companies offer a CTC below 18 LPA for CE & IT students.
CTC Range,What is the CTC range for Dream category companies for other branches?,"CTC range, Dream category, other branches, salary",The CTC range is ≥11 LPA & <40 LPA.
CTC Range,What salary do Dream category companies offer for non-CE/IT branches?,"salary, Dream category, non-CE/IT, 11-40 LPA",Dream category companies offer a CTC between 11 LPA and 40 LPA for other branches.
CTC Range,How much do Dream category companies pay for other branches?,"Dream category, pay, other branches, 11-40 LPA",The CTC for Dream category companies is between 11 LPA and 40 LPA for other branches.
CTC Range,What is the salary range for Dream category companies for non-IT branches?,"salary range, Dream category, non-IT, 11-40 LPA",The salary range for Dream category companies is ≥11 LPA and <40 LPA for other branches.
CTC Range,What is the CTC policy for Dream category companies in non-CE/IT branches?,"CTC policy, Dream category, non-CE/IT, 11-40 LPA",Dream category companies offer CTCs between 11 LPA and 40 LPA for other branches.
TPO Roles and Responsibilities,What is the professor-in-charge's role in the TPO?,"professor-in-charge, TPO, role, responsibilities","The professor-in-charge oversees the TPO operations, resolves discrepancies, and makes final decisions regarding placement policies."
TPO Roles and Responsibilities,What duties does the professor-in-charge handle in the TPO?,"duties, professor-in-charge, TPO, manage","The professor-in-charge manages TPO operations, resolves issues, and enforces placement policies."
TPO Roles and Responsibilities,Who makes final decisions in TPO matters?,"final decisions, TPO, professor-in-charge, authority",The professor-in-charge makes the final decisions regarding placement policies.
TPO Roles and Responsibilities,Who manages placement discrepancies in the TPO?,"manage, discrepancies, TPO, professor-in-charge",The professor-in-charge is responsible for managing placement discrepancies in the TPO.
TPO Roles and Responsibilities,What authority does the professor-in-charge hold in the TPO?,"authority, professor-in-charge, TPO, policy decisions",The professor-in-charge holds authority over TPO operations and placement policy decisions.
Appeal Process,How can students challenge TPO decisions?,"challenge, TPO, appeal, committee, director",Students may challenge TPO decisions by appealing to the placement committee or the director.
Appeal Process,Is there an appeal process for TPO decisions?,"appeal process, TPO, committee, director","Yes, students can appeal TPO decisions through the placement committee or the director."
Appeal Process,What is the process for appealing against TPO decisions?,"process, appealing, TPO, committee, director",Students can appeal against TPO decisions by contacting the placement committee or the director.
Appeal Process,Can a student dispute a TPO ruling?,"dispute, TPO ruling, appeal, committee, director","Yes, students can dispute a TPO ruling by approaching the placement committee or the director."
Information Update Policy,What is the policy for students who fail to update their information in Superset?,"Superset, update policy, information, placement restrictions",Students who fail to update their information in Superset may face restrictions in the placement process.
Information Update Policy,Are there consequences for not updating Superset information?,"consequences, Superset, update, placement restrictions","Yes, failing to update information in Superset may lead to placement restrictions."
Information Update Policy,Why is updating information in Superset important?,"importance, Superset, information, placement restrictions",Updating information in Superset is important to avoid facing restrictions in the placement process.
Information Update Policy,What happens if Superset information is incomplete?,"incomplete, Superset, information, restrictions",Incomplete Superset information may lead to placement process restrictions.
Information Update Policy,Does not updating Superset affect placements?,"not updating, Superset, placement restrictions","Yes, not updating Superset may restrict a student's participation in placements."
Off-Campus Preferences,How can students update their off-campus preferences?,"update, off-campus, preferences, TPO CR",Students must contact their TPO CR to update off-campus preferences.
Off-Campus Preferences,Who should students contact to update off-campus preferences?,"contact, TPO CR, update, off-campus",Students should contact their TPO CR to update off-campus preferences.
Off-Campus Preferences,Is it necessary to inform TPO CR about off-campus preferences?,"inform, TPO CR, off-campus, preferences","Yes, students must inform their TPO CR to update off-campus preferences."
Off-Campus Preferences,What should students do to change their off-campus preferences?,"change, off-campus, preferences, TPO CR",Students must notify their TPO CR to update their off-campus preferences.
Off-Campus Offers,Can students accept off-campus offers during placements?,"accept, off-campus offer, placement, TPO CR","Yes, students can accept off-campus offers but must inform the TPO CR."
Off-Campus Offers,Are students allowed to take off-campus offers during placements?,"allowed, off-campus, offers, TPO CR","Yes, but they must inform the TPO CR to update their preferences."
Off-Campus Offers,What should students do if they get an off-campus offer?,"inform, off-campus offer, TPO CR",Students must inform the TPO CR if they receive an off-campus offer during placements.
Off-Campus Offers,Is it mandatory to report off-campus offers to the TPO CR?,"mandatory, report, off-campus, TPO CR","Yes, students must inform the TPO CR when they accept off-campus offers."
Placement Switching,Is switching from off-campus to on-campus placements allowed?,"allowed, switch, off-campus, on-campus, TPO CR","Yes, students can switch if they inform the TPO CR to update preferences."
Placement Switching,What is the process for switching to on-campus placements?,"process, switch, on-campus, off-campus, TPO CR",Students must notify the TPO CR to switch from off-campus to on-campus placements.
Placement Switching,Can students move from off-campus to on-campus placement?,"move, off-campus, on-campus, inform, TPO CR","Yes, they must inform the TPO CR to update their preferences."
Placement Switching,Do students need permission to switch to on-campus placements?,"permission, switch, on-campus, off-campus, TPO CR","Yes, students must inform the TPO CR if they want to switch."
CTC Range,What is the CTC range for Super Dream companies?,"CTC range, Super Dream, companies, 40 LPA, all branches",The CTC range for Super Dream companies is 40 LPA or higher for all branches.
CTC Range,What salary do Super Dream companies offer?,"salary, Super Dream, CTC, ≥40 LPA",Super Dream companies offer a CTC of 40 LPA or higher for all branches.
CTC Range,What is the minimum CTC for Super Dream companies?,"minimum CTC, Super Dream, companies, 40 LPA",The minimum CTC for Super Dream companies is 40 LPA.
CTC Range,Do all branches qualify for Super Dream companies?,"qualify, Super Dream, branches, ≥40 LPA","Yes, the CTC range of ≥40 LPA applies to all branches."
CTC Range,What is the salary policy for Super Dream companies?,"salary policy, Super Dream, ≥40 LPA, all branches",Super Dream companies offer CTCs of 40 LPA or more across all branches.
PPO and Placement,Can students choose between a PPO and a placement offer?,"choose, PPO, placement offer, betterment switch","Yes, students can choose between a PPO and a placement offer, but it is treated as a betterment switch."
PPO and Placement,Is accepting a PPO considered a betterment switch?,"accepting, PPO, betterment switch, placement offer","Yes, accepting a PPO over a placement offer is counted as a betterment switch."
PPO and Placement,What is the policy for choosing between PPO and placement?,"policy, choosing, PPO, placement, betterment switch","Students may choose between a PPO and a placement offer, which will be marked as a betterment switch."
PPO and Placement,Does a PPO count as a betterment switch?,"PPO, betterment switch, placement offer, policy","Yes, choosing a PPO over a placement offer counts as a betterment switch."
Internship Policy,Will rejecting an internship offer affect placement eligibility?,"reject, internship, placement eligibility, blacklist","Yes, students who reject an internship offer will be blacklisted from the next year's placement drive."
Internship Policy,What happens if a student refuses an internship offer?,"refuse, internship, blacklist, placement drive","If a student refuses an internship offer, they will be blacklisted from participating in the next placement drive."
Internship Policy,Are there penalties for rejecting internship offers?,"penalties, reject, internship, blacklisting","Yes, rejecting an internship offer results in blacklisting from the following year's placement drive."
Internship Policy,Can students participate in placements if they reject an internship?,"participate, placement, reject, internship, blacklist","No, students who reject an internship are blacklisted from the next placement drive."
Appeals Process,Can students appeal against the TPO’s decisions?,"appeal, TPO decisions, placement committee, director",Students can appeal against the TPO’s decisions by approaching the placement committee or the director.
Appeals Process,How can students appeal against the TPO's decisions?,"how, appeal, TPO decisions, placement committee, director",Students must approach the placement committee or director to appeal against the TPO's decisions.
Appeals Process,Is there a process to challenge TPO decisions?,"challenge, TPO decisions, placement committee, director","Yes, students can challenge TPO decisions by contacting the placement committee or the director."
Appeals Process,Who can students contact to appeal TPO decisions?,"contact, appeal, TPO decisions, placement committee, director",Students may contact the placement committee or director to appeal TPO decisions.
Appeals Process,Is the TPO's decision final?,"TPO decision, final, appeal, placement committee, director","No, students can appeal the TPO’s decision by approaching the placement committee or the director."
Off-Campus Preferences,How do students update their off-campus preferences?,"update, off-campus, preferences, notify, TPO CR",Students must notify their TPO CR to update their off-campus preferences.
Off-Campus Preferences,Who should be informed to update off-campus preferences?,"inform, off-campus, preferences, TPO CR",Students should inform their TPO CR to update their off-campus preferences.
Off-Campus Preferences,Is TPO CR responsible for off-campus updates?,"responsible, TPO CR, off-campus, update preferences","Yes, students must inform their TPO CR to update off-campus preferences."
Off-Campus Preferences,What should students do to change off-campus preferences?,"change, off-campus, preferences, contact, TPO CR",Students must contact their TPO CR to update off-campus preferences.
Off-Campus Offers,Can students accept off-campus offers during placement?,"accept, off-campus offer, placement, inform, TPO CR","Yes, but they must inform the TPO CR to update their preferences."
Off-Campus Offers,Is it mandatory to report off-campus offers?,"mandatory, report, off-campus, offer, TPO CR","Yes, students must report off-campus offers to the TPO CR during placements."
Off-Campus Offers,What is the protocol for off-campus offers during placements?,"protocol, off-campus, offer, notify, TPO CR",Students can accept off-campus offers but must notify the TPO CR.
Off-Campus Offers,Do students need to inform TPO CR about off-campus offers?,"inform, TPO CR, off-campus, offer, placement","Yes, students must inform the TPO CR if they accept off-campus offers during placement."
CTC Range,What salary range defines Normal category companies for CE & IT?,"salary range, Normal category, CE, IT, less than 18 LPA",Normal category companies for CE & IT offer a CTC of less than 18 LPA.
CTC Range,Do Normal category companies for CE & IT exceed 18 LPA?,"Normal category, CE, IT, exceed, 18 LPA","No, Normal category companies for CE & IT offer a CTC of less than 18 LPA."
CTC Range,What qualifies as Normal category CTC for CE & IT?,"qualifies, Normal category, CTC, CE, IT, less than 18 LPA",A CTC of less than 18 LPA qualifies as Normal category for CE & IT.
CTC Range,What salary defines Dream category for non-CE/IT branches?,"salary, Dream category, non-CE/IT, 11 LPA, 40 LPA",Dream category for other branches has a CTC between 11 LPA and less than 40 LPA.
CTC Range,What is the CTC threshold for Dream category in other branches?,"CTC threshold, Dream category, other branches, 11 LPA, 40 LPA",The CTC threshold for Dream category in other branches is between 11 LPA and less than 40 LPA.
CTC Range,Is 12 LPA considered Dream category for other branches?,"12 LPA, Dream category, other branches","Yes, 12 LPA falls within the Dream category for other branches."
CTC Range,Does Dream category for other branches go beyond 40 LPA?,"Dream category, other branches, beyond 40 LPA","No, Dream category for other branches is capped at less than 40 LPA."
TPO Roles,What is the role of the professor-in-charge in the TPO?,"role, professor-in-charge, TPO, operations, placement policies","The professor-in-charge oversees TPO operations, resolves discrepancies, and makes final decisions regarding placement policies."
TPO Roles,What responsibilities does the TPO professor-in-charge have?,"responsibilities, professor-in-charge, TPO, operations, placement","The TPO professor-in-charge manages TPO operations, resolves issues, and makes final decisions on placement policies."
TPO Roles,Who resolves placement discrepancies in the TPO?,"resolve, placement discrepancies, professor-in-charge, TPO",The professor-in-charge is responsible for resolving placement discrepancies in the TPO.
TPO Roles,Is the professor-in-charge responsible for placement decisions?,"professor-in-charge, responsible, placement decisions, TPO","Yes, the professor-in-charge makes final decisions regarding placement policies."
TPO Roles,Does the professor-in-charge manage TPO operations?,"professor-in-charge, manage, TPO operations, policy compliance","Yes, the professor-in-charge oversees all TPO operations and ensures policy compliance."
Appeals Process,How can students challenge a TPO decision?,"challenge, TPO decision, contact, placement committee, director",Students can challenge a TPO decision by contacting the placement committee or the director.
Appeals Process,Is there an appeal process for TPO decisions?,"appeal process, TPO decisions, placement committee, director","Yes, students may appeal TPO decisions through the placement committee or the director."
Appeals Process,Can students dispute TPO decisions?,"dispute, TPO decisions, placement committee, director","Yes, students can dispute TPO decisions by approaching the placement committee or the director."
Off-Campus Preferences,How do students update off-campus preferences?,"how, update, off-campus, preferences, TPO CR",Students must notify their TPO CR to update their off-campus preferences.
Off-Campus Preferences,Who should be informed about off-campus preferences?,"inform, off-campus, preferences, TPO CR",Students must inform their TPO CR to update off-campus preferences.
Off-Campus Preferences,Is TPO CR responsible for updating off-campus preferences?,"TPO CR, responsible, update, off-campus, preferences","Yes, students must inform their TPO CR to update off-campus preferences."
Placement Preferences,Can students switch from off-campus to on-campus placements?,"switch, off-campus, on-campus, placements, TPO CR, update","Yes, students can switch from off-campus to on-campus placements if they inform the TPO CR to update their preferences."
Placement Preferences,Is it possible to move from off-campus to on-campus placements?,"move, off-campus, on-campus, placements, notify, TPO CR","Yes, students can move from off-campus to on-campus placements by notifying the TPO CR."
Placement Preferences,What is the process to switch from off-campus to on-campus?,"process, switch, off-campus, on-campus, inform, TPO CR",Students must inform the TPO CR to switch from off-campus to on-campus placements.
Placement Preferences,Can students return to on-campus placements after applying off-campus?,"return, on-campus, placements, off-campus, inform, TPO CR","Yes, students can return to on-campus placements by informing the TPO CR."
Placement Preferences,Do students need TPO CR approval to switch to on-campus placements?,"approval, switch, on-campus, placements, TPO CR, update","Yes, students must inform the TPO CR to update their preferences for on-campus placements."
CTC Range,What salary defines a Super Dream company?,"salary, Super Dream, company, 40 LPA, all branches",A Super Dream company offers a CTC of 40 LPA or more across all branches.
CTC Range,Is 40 LPA considered a Super Dream offer?,"40 LPA, Super Dream, offer, qualifies","Yes, a CTC of 40 LPA or more qualifies as a Super Dream offer."
CTC Range,Does Super Dream category apply to all branches?,"Super Dream, category, all branches, 40 LPA","Yes, the Super Dream category applies to all branches with a CTC of 40 LPA or more."
PPO vs Placement Offer,What happens if a student gets a PPO and a placement offer in different categories?,"PPO, placement offer, different categories, choose, betterment switch","The student can choose between the PPO and the placement offer, but it will be counted as a betterment switch."
PPO vs Placement Offer,Can a student accept both a PPO and a placement offer?,"accept, PPO, placement offer, choose, betterment switch","No, the student must choose one option, and it will be treated as a betterment switch."
PPO vs Placement Offer,Is a PPO considered a betterment switch?,"PPO, betterment switch, placement offer, counted","Yes, choosing a PPO over a placement offer is counted as a betterment switch."
PPO vs Placement Offer,Can a student switch between a PPO and another offer?,"switch, PPO, placement offer, betterment switch","Yes, a student can switch between a PPO and a placement offer, and it will be treated as a betterment switch."
PPO vs Placement Offer,What counts as a betterment switch between PPO and placement?,"counts, betterment switch, PPO, placement offer, category","If a student selects a PPO or a placement offer in a different category, it counts as a betterment switch."
Off-Campus Offers,Can students accept off-campus offers during on-campus placements?,"accept, off-campus offers, on-campus, notify, TPO CR","Yes, students can accept off-campus offers but must notify the TPO CR to update their preferences."
Off-Campus Offers,What is the policy for accepting off-campus offers?,"policy, accept, off-campus offers, TPO CR, preferences",Students can accept off-campus offers but must inform the TPO CR to update their placement preferences.
Off-Campus Offers,Do students need to report off-campus offers?,"report, off-campus offers, students, TPO CR, update","Yes, students must report off-campus offers to the TPO CR for updating placement records."
Betterment Policy,Is betterment possible after receiving a PPO?,"betterment, possible, PPO, not allowed","No, betterment is not allowed after a student secures a PPO."
Betterment Policy,Can a student improve their offer after getting a PPO?,"improve, offer, PPO, betterment, not allowed","No, students cannot pursue betterment after obtaining a PPO."
Betterment Policy,Is betterment allowed once a PPO is secured?,"betterment, allowed, PPO, secured, not possible","No, once a PPO is secured, betterment applications are not allowed."
Betterment Policy,Can betterment be applied for after a PPO?,"betterment, applied, PPO, not allowed","No, betterment cannot be applied for after securing a PPO."
Off-Campus Policy,Is off-campus placement allowed after accepting an on-campus offer?,"off-campus, allowed, on-campus, offer, not allowed","No, once an on-campus offer is secured, students cannot apply for off-campus placements."
Off-Campus Policy,Can students participate in off-campus hiring after an on-campus job?,"participate, off-campus, on-campus, job, not allowed","No, participation in off-campus hiring is not allowed after securing an on-campus offer."
Off-Campus Policy,Are off-campus applications allowed after on-campus selection?,"off-campus, applications, allowed, on-campus, not allowed","No, off-campus applications are not allowed once a student is selected on-campus."
Off-Campus Policy,Can a student switch to off-campus after an on-campus offer?,"switch, off-campus, on-campus, offer, not allowed","No, students cannot switch to off-campus after receiving an on-campus offer."
TPO Management,What responsibilities does the TPO professor-in-charge have?,"responsibilities, professor-in-charge, TPO, decisions, manage","The TPO professor-in-charge manages operations, resolves issues, and makes final decisions on placement matters."
TPO Management,Who makes the final decisions in the TPO?,"final decisions, TPO, professor-in-charge, placement policies",The professor-in-charge makes the final decisions regarding placement policies in the TPO.
TPO Management,What does the professor-in-charge do in TPO operations?,"professor-in-charge, TPO, operations, resolve, decisions","The professor-in-charge manages TPO operations, resolves disputes, and makes final decisions on policies."
TPO Management,Who handles discrepancies in the TPO?,"handle, discrepancies, TPO, professor-in-charge, decisions",The professor-in-charge handles discrepancies and makes final decisions regarding placements.
Appeal Process,Is there a way to challenge the TPO’s decisions?,"challenge, TPO, decisions, placement committee, director","Yes, students can challenge the TPO’s decisions by contacting the placement committee or the director."
Appeal Process,How can students dispute TPO decisions?,"dispute, TPO, decisions, placement committee, director",Students can dispute TPO decisions by appealing to the placement committee or the director.
Appeal Process,Can TPO decisions be reviewed?,"review, TPO, decisions, placement committee, director","Yes, students can request a review of TPO decisions through the placement committee or the director."
Appeal Process,What is the process to appeal a TPO decision?,"process, appeal, TPO, decision, placement committee, director","To appeal a TPO decision, students must contact the placement committee or the director."
Placement Policy,Are students exempted if they secure both internships and placements?,"exempted, internships, placements, policy, placement rounds","Yes, students securing both internships and placements are exempted from further placement rounds."
Placement Policy,Do students participate in placements if they secure internships?,"participate, placements, internships, exempted, policy","No, students who secure both internships and placements are exempted from the placement process."
Placement Policy,Are students with internships allowed to continue in the placement process?,"internships, allowed, placement process, exempted","No, students securing both internships and placements are exempted from further placement participation."
Placement Policy,What happens if a student secures both an internship and a placement?,"internship, placement, secure, exempted, process",The student is exempted from participating in the further placement process.
Switch Policy,Can students switch from off-campus to on-campus placements?,"switch, off-campus, on-campus, inform, TPO CR","Yes, students can switch from off-campus to on-campus placements if they inform the TPO CR to update their preferences."
Switch Policy,Is it possible to switch to on-campus from off-campus placements?,"switch, on-campus, off-campus, inform, TPO CR","Yes, students can switch to on-campus placements by informing the TPO CR to update their preferences."
Switch Policy,How can a student move from off-campus to on-campus placements?,"move, on-campus, off-campus, notify, TPO CR",Students can move to on-campus placements by notifying the TPO CR to update their preferences.
Switch Policy,Can a student change from off-campus to on-campus placement?,"change, off-campus, on-campus, placement, contact TPO","Yes, students can change from off-campus to on-campus placement by contacting the TPO CR."
Switch Policy,What is the process to switch from off-campus to on-campus?,"process, switch, off-campus, on-campus, TPO CR",Students must inform the TPO CR to switch from off-campus to on-campus placements.
Betterment Policy,Is betterment allowed after receiving an off-campus offer?,"betterment, allowed, off-campus, offer, not allowed","No, betterment is not allowed after securing an off-campus offer."
Betterment Policy,Can students pursue betterment after an off-campus job?,"pursue, betterment, off-campus, job, not allowed","No, students cannot pursue betterment after securing an off-campus offer."
Betterment Policy,Are betterment applications allowed after securing an off-campus offer?,"betterment, applications, allowed, off-campus, not possible","No, betterment applications are not allowed once a student secures an off-campus offer."
Betterment Policy,Can a student request betterment after an off-campus selection?,"request, betterment, off-campus, selection, not allowed","No, students cannot request betterment after securing an off-campus offer."
Betterment Policy,Is betterment possible after placement in a Normal category company?,"betterment, possible, Normal category, placement, once","Yes, betterment is possible after securing a Normal category placement, but only once."
Betterment Policy,Can a student apply for betterment if placed in a Normal category company?,"apply, betterment, Normal category, placement, once","Yes, a student can apply for betterment after placement in a Normal category company, but only once."
Betterment Policy,Is betterment allowed after securing a Normal category placement?,"betterment, allowed, Normal category, placement, one attempt","Yes, betterment is allowed after a Normal category placement, but only one attempt is allowed."
Betterment Policy,Can students improve their offer after Normal category placement?,"improve, offer, betterment, Normal category, once","Yes, students can improve their offer through betterment after securing a Normal category placement, but only once."
Disciplinary Actions,What happens if a student misbehaves during placements?,"misbehaves, complaints, company officials, debarred, campus placements","If a student misbehaves and complaints are reported by company officials, they may be debarred from future campus placements."
Disciplinary Actions,Can a student be removed from placements for misbehavior?,"removed, placements, misbehavior, debarred, future placements","Yes, proven misbehavior during placements can lead to a student being debarred from future campus placements."
Appeals,What is the process to challenge a TPO decision?,"challenge, TPO decision, appeal, placement committee, director",Students can challenge a TPO decision by appealing to the placement committee or the director.
Blacklisting,What is the process for blacklisting a student?,"blacklisting, process, misbehavior, not joining, violations","A student can be blacklisted for misbehavior, not joining an internship after accepting an offer, or other violations of placement policies."
Blacklisting,Why can a student be blacklisted from placements?,"blacklisted, reasons, misbehavior, internship, violations","A student may be blacklisted due to misbehavior, failure to join an internship after accepting an offer, or violating placement policies."
Betterment Policy,Is betterment allowed after blacklisting?,"betterment, blacklisting, allowed, restricted, not possible","No, students who are blacklisted cannot apply for betterment."
